Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Average_Rating;Rating_Count;Gross_Sales_EUR;Publisher_Revenue_EUR;Publisher;Adapted_to_Film;Genre
2010;The Girl Who Kicked the Hornets Nest;Stieg Larsson;en;Famous;4.20;764536;400000000.00;24000000.00;Penguin;1;Thriller
2007;A Thousand Splendid Suns;Khaled Hosseini;sv;Famous;4.50;1674643;450000000.00;10000000.00;Alfred A. Knopf;0;Historical Fiction
2003;The Time Travelers Wife4;Audrey Niffenegger;en;Famous;4.00;1841165;110000000000.00;200000000.00;Riverhead Books;1;Romance
2012;Gone Girl;Gillian Flynn;en;Famous;4.10;3347931;280000000.00;70000000.00;Crown Publishing;1;Thriller
2004;The Power of Now20;Eckhart Tolle;en;Intermediate;4.20;352000;150000000.00;2000000.00;Random House;0;Nonfiction
2006;Oh, the Places Youll Go!;Dr,Seuss;en;Intermediate;4.40;434032;100000000000.00;150000000.00;New World Library;0;Children’s
2008;The Shack;William P, Young;en;Intermediate;3.90;681610;240000000.00;144000000.00;Random House;1;Romance
2010;The Girl with the Dragon Tattoo;Stieg Larsson;sv;Famous;4.20;3370446;450000000.00;300000000.00;Windblown Media;1;Thriller
2012;Er ist wieder da;Timur Vermes;de;Intermediate;3.40;40194;28000000.00;20000000.00;Alfred A. Knopf;1;Politics
2011;Der Fall Collini;Ferdinand von Schirach;de;Intermediate;4.10;15917;14400000.00;6000000.00;Eichborn/Bastei;1;Nonfiction
2012;Tante Inge haut ab;Dora Heldt;de;Intermediate;3.50;540;10000000.00;6000000.00;btb Verlag;1;Romance
2017;Tyll;Daniel Kehlmann;de;Intermediate;3.90;14497;14000000.00;8000000.00;dtv;1;Historical Fiction
2020;Der Heimweg;Sebastian Fitzek;de;Famous;4.10;21212;9600000.00;6500000.00;Rowohlt;1;Thriller
2016;Helix  Sie werden uns ersetzen;Marc Elsberg;de;Intermediate;3.80;3542;7000000.00;4160000.00;Droemer Knaur;1;Thriller
