Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre_new;Gross_sales/ Bruttoumsatz;Publisher_Revenue;Publisher;Verfilmt
1886;The Strange Case of Dr, Jekyll and Mr, Hyde and Other Tales of Terror ;Robert Louis Stevenson, Robert Mighall;eng;Intermediate;3,94;80.299;Gothic Fiction / Horror / Classic  ;568,86 Ä;341.316,00 Ä;Random;Ja
2012;The Hunger games;Emily Seife;en-US;Famous;4,4;67.264;Young Adult Dystopian;340,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;ja
2008;The Painted Man;Peter V, Brett;eng;Excellent;4,27;64.416;Fantasy / Dark Fantasy / Epic Fantasy;454,86 Ä;272.916,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;One Shot;Lee Child;eng;Excellent;4,2;63.335;Triller;340,86 Ä;204.516,00 Ä;Simon and Schuster Digital Sales Inc;Ja
2012;The Serpent's Shadow;Rick Riordan;eng;Excellent;4,28;82.757;Fantasy;345,42 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Duma Key;Stephen King;en-US;Intermediate;3,93;73.807;Horror;844,74 Ä;506.844,00 Ä;Macmillan;Nein
2006;The Shifting Fog;Kate Morton;eng;Intermediate;3,93;69.948;Historische Roman;228,00 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;Proven Guilty;Jim Butcher;eng;Famous;4,41;75.133;Fantasy;778,62 Ä;467.172,00 Ä;Simon and Schuster Digital Sales Inc;Ja
1940;The Heart is a Lonely Hunter;Carson McCullers;eng;Intermediate;3,97;67.643;Literary Fiction;454,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2014;The Infinite Sea;Rick Yancey;eng;Intermediate;3,94;78.314;Science Fiction;454,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1958;The Once and Future King;T,H, White;eng;Excellent;4,08;76.911;Fantasy;746,70 Ä;448,02 Ä;Macmillan;Ja
1992;Small Gods;Terry Pratchett;en-GB;Excellent;4,27;72.588;Fantasy;1.220,40 Ä;732,24 Ä;Harper;Nein
1999;Bud, Not Buddy;Christopher Paul Curtis;eng;Intermediate;3,89;73.000;Childrenís Literature;431,66 Ä;258.996,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;Predictably Irrational: The Hidden Forces that Shape Our Decisions;Dan Ariely;en-US;Excellent;4,1;61.496;Non-Fiction;563,87 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1980;The Indian in the Cupboard;Lynne Reid Banks;eng;Intermediate;3,89;77.046;Childrenís Fantasy;450,87 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;A Memory of Light;Robert Jordan, Brandon Sanderson;eng;Famous;4,5;68.410;Fantasy / Epic Fantasy;450,87 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;Me and Earl and the Dying Girl;Jesse Andrews;en-US;Intermediate;3,58;82.270;Young Adult / Contemporary;1.241,87 Ä;745.122,00 Ä;Random;Ja
2010;The Ugly Truth;Jeff Kinney;en-US;Excellent;4,16;68.701;Childrenís / Humor;111,87 Ä;67.122,00 Ä;Amazon Digital Services,  Inc,;Nein
2002;Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4);Janet Evanovich;en;Excellent;4,34;63.691;Mystery / Romance;169,50 Ä;101,70 Ä;Harper;Nein
1998;The Surgeon of Crowthorne: a tale of murder, madness & the love of words;Simon Winchester;eng;Intermediate;3,84;71.411;Biography / True Crime;450,87 Ä;270.522,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2002;2nd Chance;James Patterson, Andrew Gross;eng;Excellent;4,01;68.834;Thriller / Suspense;1.388,77 Ä;833.262,00 Ä;Harper;Nein
1986;The Complete Maus;Art Spiegelman;en-GB;Famous;4,53;76.785;Graphic Novel / Memoir;111,87 Ä;67.122,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;The Eyre Affair;Jasper Fforde;en-US;Intermediate;3,92;85.683;Fantasy / Alternate History;111,87 Ä;67.122,00 Ä;Amazon Digital Services,  Inc,;Nein
1989;Anne Rice's The Vampire Lestat: The Graphic Novel;Faye Perozich, Anne Rice, John Bolton, Daerick Gr√É¬∂ss;en-GB;Excellent;4,17;61.842;Graphic Novel / Horror;111,87 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1998;The Art of Happiness: A Handbook for Living;Dalai Lama XIV, Howard C, Cutler;eng;Excellent;4,14;61.498;Philosophy / Self-help;1.327,75 Ä;796,65 Ä;Random;Nein
2014;The Bone Clocks;David Mitchell;eng;Intermediate;3,81;53.151;Literary Fiction;781,96 Ä;469.176,00 Ä;Random;Nein
1998;Black and Blue;Anna Quindlen;eng;Intermediate;3,86;67.753;Literary Fiction;450,87 Ä;270.522,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;The Last Juror;John Grisham;eng;Intermediate;3,85;63.114;Legal Thriller;970,67 Ä;582.402,00 Ä;Penguin;Ja
2003;Diary;Chuck Palahniuk;eng;Intermediate;3,6;58.428;Contemporary Fiction;1.015,87 Ä;609.522,00 Ä;Hachette;Nein
2005;Eleven on Top;Janet Evanovich;en-US;Excellent;4,15;84.363;Romance;846,37 Ä;507.822,00 Ä;Penguin;Nein
2005;Tintenblut;Cornelia Funke, Anthea Bell;eng;Intermediate;3,91;82.291;Fantasy;789,87 Ä;473.922,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto;Chuck Klosterman;en-US;Intermediate;3,75;56.548;Pop Culture Essays;111,87 Ä;67.122,00 Ä;Amazon Digital Services,  Inc,;Nein
1945;Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder;Evelyn Waugh;eng;Intermediate;3,99;69.087;Literary Fiction;224,87 Ä;134.922,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;White Night;Jim Butcher;en-US;Famous;4,41;73.534;Urban Fantasy;111,87 Ä;67.122,00 Ä;Amazon Digital Services,  Inc,;Nein
2014;The Miniaturist;Jessie Burton;eng;Intermediate;3,58;56.344;Historical Fiction;224,87 Ä;134.922,00 Ä;Harper;Ja
1984;Dragons of Autumn Twilight;Margaret Weis, Tracy Hickman;en-US;Excellent;4,03;76.219;Fantasy;992,14 Ä;595.284,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2006;The Lost Colony;Eoin Colfer;en-US;Excellent;4,01;103.844;Science Fiction;282,50 Ä;169,50 Ä;Amazon Digital Services,  Inc,;Nein
2006;Extras;Scott Westerfeld;en-US;Intermediate;3,59;85.873;Dystopian;110,88 Ä;66.528,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;The Burning Bridge;John Flanagan;en-US;Excellent;4,28;74.156;Fantasy;838,88 Ä;503.328,00 Ä;Macmillan;Nein
2014;The Book of Life;Deborah Harkness;eng;Excellent;4,15;63.027;Historical Fantasy;334,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1992;The Artist's Way: A Spiritual Path to Higher Creativity;Julia Cameron;eng;Intermediate;3,89;66.049;Nonfiction;670,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1992;The Stinky Cheese Man and Other Fairly Stupid Tales;Jon Scieszka, Lane Smith;eng;Excellent;4,2;78.487;Childrenís Literature;334,88 Ä;200.928,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;Horns;Joe Hill;en-US;Intermediate;3,92;66.287;Horror;334,88 Ä;200.928,00 Ä;Hachette;Ja
2011;Catherine the Great: Portrait of a Woman;Robert K, Massie;en-CA;Intermediate;3,91;66.591;Biography;110,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2009;The Year of the Flood;Margaret Atwood;eng;Excellent;4,05;68.597;Dystopian;894,88 Ä;536.928,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2009;Winter Garden;Kristin Hannah;en-GB;Excellent;4,13;66.577;Historical Fiction;334,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2003;The King of Torts;John Grisham;eng;Intermediate;3,67;61.835;Legal Thriller;670,88 Ä;402.528,00 Ä;Harper;Nein
2006;Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10;Marcus Luttrell, Patrick Robinson;eng;Excellent;4,34;46.551;Military Non-fiction;446,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2008;The 3 Mistakes of My Life;Chetan Bhagat;eng;Intermediate;2,97;53.331;Contemporary Fiction;894,88 Ä;536.928,00 Ä;Random;Ja
1926;The Murder of Roger Ackroyd;Agatha Christie;eng;Excellent;4,2;71.354;Mystery / Crime;842,24 Ä;505.344,00 Ä;Amazon Digital Services,  Inc,;Nein
1940;Native Son ;Richard Wright;eng;Intermediate;3,96;66.194;Literary Fiction;334,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2008;Shadow's Edge;Brent Weeks;en-US;Excellent;4,27;66.390;Fantasy;1.326,08 Ä;795.648,00 Ä;Random;Nein
2011;Under the Never Sky;Veronica Rossi;en-GB;Excellent;4,01;74.029;Science Fiction;446,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;True Believer;Nicholas Sparks;en-US;Intermediate;3,8;62.840;Romance;558,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;The Lean Startup√¢‚Ç¨≈Ω;Eric Ries;en-US;Excellent;4,04;86.284;Business;110,88 Ä;66.528,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Golden Lily;Richelle Mead;en-US;Excellent;4,36;86.929;Paranormal Romance;1.230,88 Ä;738.528,00 Ä;Penguin;Nein
2008;Chasing Harry Winston;Lauren Weisberger;eng;Novice;3,32;63.342;Chick Lit;558,88 Ä;335.328,00 Ä;Random;Nein
1983;Magician's Gambit;David Eddings;en;Excellent;4,13;69.616;Fantasy;334,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;The Stand: Captain Trips;Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin;eng;Famous;4,43;71.000;Horror;838,88 Ä;503.328,00 Ä;Penguin;Ja
1960;The Rise and Fall of the Third Reich: A History of Nazi Germany;William L, Shirer;eng;Excellent;4,15;64.391;History / Non-fiction;334,88 Ä;200.928,00 Ä;Harper;Nein
2005;A Long Way Down;Nick Hornby;eng;Novice;3,41;59.843;Contemporary Fiction;446,88 Ä;268.128,00 Ä;Hachette;Ja
1993;Out from Boneville;Jeff Smith, Steve Hamaker;eng;Excellent;4,16;62.330;Graphic Novel / Comic;670,88 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1995;Rose Madder;Stephen King;eng;Intermediate;3,66;70.921;Horror;222,88 Ä;133.728,00 Ä;Simon and Schuster Digital Sales Inc;Ja
1998;Die Trying (Jack Reacher, #2);Lee Child;en-US;Intermediate;4;62.128;Thriller;334,88 Ä;200.928,00 Ä;Macmillan;Nein
2011;Beautiful Chaos;Kami Garcia, Margaret Stohl, Paz Pruneda;en-US;Intermediate;3,95;69.709;Young Adult Fantasy;222,88 Ä;133.728,00 Ä;Hachette;Nein
1999;Keeping Faith;Jodi Picoult;en;Intermediate;3,79;62.405;Contemporary Fiction;109,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;Heart-Shaped Box;Joe Hill;en-US;Intermediate;3,82;65.005;Horror;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Cabin Fever;Jeff Kinney;eng;Excellent;4,21;63.347;Childrenís Literature;1.330,89 Ä;798.534,00 Ä;Penguin;Nein
2008;The Way of Shadows;Brent Weeks;eng;Excellent;4,29;174.000;Fantasy;442,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;Everyone Worth Knowing;Lauren Weisberger;en-US;Novice;3,39;59.932;Contemporary Fiction;109,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1986;Redwall;Brian Jacques;eng;Excellent;4,11;73.918;Fantasy / Children's;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1848;Manifest der Kommunistischen Partei;Karl Marx, Friedrich Engels, Gareth Stedman Jones;eng;Intermediate;3,51;56.464;Political Philosophy;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2016;The Woman in Cabin 10;Ruth Ware;eng;Intermediate;3,67;90.541;Thriller / Mystery;109,89 Ä;65.934,00 Ä;Amazon Digital Services,  Inc,;Nein
1826;The Last of the Mohicans: A Narrative of 1757;James Fenimore Cooper;eng;Intermediate;3,69;67.632;Historical Fiction;109,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1979;Sophie's Choice;William Styron;eng;Excellent;4,18;66.923;Historical Fiction;220,89 Ä;132.534,00 Ä;Amazon Digital Services,  Inc,;Ja
2004;Shopaholic and Sister;Sophie Kinsella;eng;Intermediate;3,64;69.007;Chick Lit / Romantic Comedy;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;The Iron Daughter;Julie Kagawa;eng;Excellent;4,13;93.340;Young Adult Fantasy;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;The Prayer of Jabez:  Breaking Through to the Blessed Life;Bruce H, Wilkinson;eng;Intermediate;3,92;57.468;Religion / Spirituality;899,10 Ä;539,46 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Age of Miracles;Karen Thompson Walker;eng;Intermediate;3,64;61.296;Science Fiction / Speculative Fiction;1.314,24 Ä;788.544,00 Ä;Random;Nein
2009;Have a Little Faith: A True Story;Mitch Albom;en-US;Excellent;4,16;60.002;Memoir / Inspirational;220,89 Ä;132.534,00 Ä;Hachette;Nein
2006;My Life in France;Julia Child, Alex Prud'Homme;eng;Excellent;4,16;63.100;Memoir / Culinary;1.330,89 Ä;798.534,00 Ä;Penguin;Nein
2014;The Rosie Effect;Graeme Simsion;eng;Intermediate;3,56;27.308;Contemporary Romance;1.225,44 Ä;735.264,00 Ä;Macmillan;Nein
2011;The Secret of the Nagas,;Amish Tripathi;eng;Intermediate;3,98;50.158;Mythology / Fantasy;109,89 Ä;65.934,00 Ä;Amazon Digital Services,  Inc,;Nein
1982;Ham on Rye;Charles Bukowski;en;Excellent;4,16;54.140;Literary Fiction;196,47 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;Flipped;Wendelin Van Draanen;en-US;Intermediate;3,94;79.264;Young Adult / Coming of Age;109,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2003;Emotional Intelligence 2,0;Travis Bradberry, Jean Greaves, Patrick Lencioni;en;Intermediate;3,81;53.384; Psychology;109,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1941;Make Way for Ducklings;Robert McCloskey;en;Excellent;4,21;70.704;Children's Literature;637,14 Ä;382.284,00 Ä;Harper;Ja
1995;Relic;Douglas Preston, Lincoln Child;eng;Excellent;4,01;68.011;Thriller / Horror;858,03 Ä;514.818,00 Ä;Hachette;Nein
1995;Notes from a Small Island;Bill Bryson;eng;Intermediate;3,91;66.947;Travel / Humor;442,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Small Favor;Jim Butcher;en-US;Famous;4,43;70.029;Urban Fantasy;1.219,89 Ä;731.934,00 Ä;Random;Nein
2009;The Walking Dead Compendium Volume 1;Robert Kirkman;eng;Famous;4,43;57.764;Graphic Novel / Horror;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2005;Princess Academy;Shannon Hale;eng;Excellent;4,01;82.470;Young Adult / Fantasy;1.414,14 Ä;848.484,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2015;Everything, Everything;Nicola Yoon, David Yoon;eng;Excellent;4,11;132.552;Young Adult / Contemporary;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1912;Pygmalion;George Bernard Shaw;en-US;Intermediate;3,9;70.079;Classic Drama;331,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;Flight Behavior;Barbara Kingsolver;eng;Intermediate;3,75;57.078;Literary Fiction;109,89 Ä;65.934,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Grip of the Shadow Plague;Brandon Mull;eng;Excellent;4,26;65.638;Fantasy;548,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1999;Bridget Jones: The Edge of Reason;Helen Fielding;eng;Intermediate;3,53;73.093;Chick Lit / Romance;1.098,90 Ä;659,34 Ä;Amazon Digital Services,  Inc,;Ja
1994;Captain Corelli's Mandolin;Louis de Berni√É¬®res;eng;Intermediate;3,95;57.583;Historical Fiction;108,90 Ä;65,34 Ä;Amazon Digital Services,  Inc,;Ja
2004;At First Sight;Nicholas Sparks;en-US;Intermediate;3,81;62.219;Romance;108,90 Ä;65,34 Ä;Amazon Digital Services,  Inc,;Nein
2000;Down Under;Bill Bryson;eng;Excellent;4,05;58.688;Travel / Humor;438,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1894;The Memoirs of Sherlock Holmes;Arthur Conan Doyle;eng;Excellent;4,32;56.918;Classic Mystery;1.230,90 Ä;738,54 Ä;Harper;Ja
2012;The Orphan Master's Son;Adam Johnson;eng;Excellent;4,06;52.765;Literary Fiction;108,90 Ä;65,34 Ä;Macmillan;Nein
1984;Enchanters' End Game;David Eddings;en-US;Excellent;4,17;69.134;Fantasy;438,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;Persepolis;Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh;en-US;Excellent;4,36;71.353;Graphic Memoir;108,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1967;The Chosen;Chaim Potok;eng;Excellent;4,03;70.701;Literary Fiction;218,90 Ä;131,34 Ä;Amazon Digital Services,  Inc,;Nein
1958;The Agony and the Ecstasy: A Biographical Novel of Michelangelo;Irving Stone;eng;Excellent;4,09;61.256;Biographical Novel;438,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;El juego del √É¬°ngel;Carlos Ruiz Zaf√É¬≥n, Lucia Graves;eng;Intermediate;3,86;46.225;Mystery / Thriller;1.351,90 Ä;811,14 Ä;Harper;Nein
2004;Where Rainbows End;Cecelia Ahern;en-US;Intermediate;3,95;55.236;Romance;1.208,90 Ä;725,34 Ä;Random;Ja
1963;Amelia Bedelia;Peggy Parish, Fritz Siebel;eng;Excellent;4,15;72.329;Children's Literature;878,90 Ä;527,34 Ä;Penguin;Nein
2012;This Man;Jodi Ellen Malpas;eng;Excellent;4,13;79.461;Erotic Romance;108,90 Ä;65,34 Ä;Amazon Digital Services,  Inc,;Nein
2010;A Dog's Purpose ;W, Bruce Cameron;en-US;Excellent;4,35;65.091;Animal Fiction;328,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2015;An Ember in the Ashes;Sabaa Tahir;eng;Excellent;4,32;45.492;Young Adult / Fantasy;603,90 Ä;362,34 Ä;Harper;Nein
2008;Lover Enshrined, part one;J,R, Ward;eng;Excellent;4,12;87.432;Paranormal Romance;988,90 Ä;593,34 Ä;Random;Nein
2013;The Golem and the Jinni;Helene Wecker;eng;Excellent;4,1;59.650;Fantasy / Historical Fantasy;438,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;The Slippery Slope;Lemony Snicket, Brett Helquist;en-US;Intermediate;4;81.362;Children's / Young Adult;988,90 Ä;593,34 Ä;Penguin;Nein
1853;Bleak House;Charles Dickens, Nicola Bradbury, Hablot Knight Browne;eng;Intermediate;4;67.433;Classic Literature;988,90 Ä;593,34 Ä;Harper;Ja
1938;Caps for sale: a tale of a peddler, some monkeys and their monkey business;Esphyr Slobodkina;eng;Excellent;4,12;72.504;Children's Literature;548,90 Ä;329,34 Ä;Amazon Digital Services,  Inc,;Nein
2004;Furies of Calderon ;Jim Butcher;eng;Excellent;4,12;70.269;Urban Fantasy;108,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1983;Alanna: The First Adventure;Tamora Pierce;en-US;Excellent;4,27;85.699;Young Adult Fantasy;1.867,80 Ä;1.120,68 Ä;Penguin;Nein
2009;Her Fearful Symmetry;Audrey Niffenegger;en-GB;Novice;3,23;63.737;Contemporary Fiction;416,90 Ä;250,14 Ä;Harper;Nein
2014;The Boston Girl;Anita Diamant;eng;Intermediate;3,79;51.603;Historical Fiction;548,90 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;Lover Enshrined, part two;J,R, Ward;eng;Excellent;4,38;84.650;Paranormal Romance;493,90 Ä;296,34 Ä;Macmillan;Nein
1990;The Fall of Hyperion;Dan Simmons;eng;Excellent;4,18;63.235;Science Fiction;641,30 Ä;384,78 Ä;Simon and Schuster Digital Sales Inc;Nein
1987;The Black Dahlia;James Ellroy;en-US;Intermediate;3,75;61.412;Crime / Thriller;1.088,91 Ä;653.346,00 Ä;Random;Ja
1871;Through the Looking-Glass, and What Alice Found There;Lewis Carroll, John Tenniel, Peter Glassman;eng;Excellent;4,06;63.050;Children's Fantasy;216,91 Ä;130.146,00 Ä;Simon and Schuster Digital Sales Inc;Ja
1991;Wild Swans: Three Daughters of China;Jung Chang;en-US;Excellent;4,23;60.193;Biography / Memoir;434,91 Ä;260.946,00 Ä;Harper;Nein
1961;Go, Dog, Go!;P,D, Eastman;eng;Excellent;4,08;66.360;Children's Literature;1.160,85 Ä;696,51 Ä;Penguin;Nein
1937;Little House;Laura Ingalls Wilder, Garth Williams;en;Excellent;4,19;74.666;Children;516,66 Ä;309.996,00 Ä;Harper;Ja
2015;Finders Keepers;Stephen King;eng;Excellent;4,03;36.541;Horror / Thriller;107,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;The Strain;Guillermo del Toro, Chuck Hogan;en-US;Intermediate;3,77;58.631;Horror / Vampire Fiction;107,91 Ä;64.746,00 Ä;Amazon Digital Services,  Inc,;Ja
1890;The Complete Poems of Emily Dickinson;Emily Dickinson, Thomas H, Johnson;eng;Excellent;4,21;60.278;Poetry;543,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;nein
1956;Old Yeller;Fred Gipson;en-US;Excellent;4,06;69.815;Childrenís Literature;1.502,02 Ä;901.212,00 Ä;Macmillan;Ja
2007;Born Standing Up: A Comic's Life;Steve Martin;eng;Intermediate;3,87;60.869;Autobiography / Memoir;107,91 Ä;64.746,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;PostSecret: Extraordinary Confessions from Ordinary Lives;Frank Warren;en;Excellent;4,01;58.841;Non-Fiction / Art;107,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;A Storm of Swords: Part 2 Blood and Gold;George R,R, Martin;eng;Famous;4,56;54.977;Fantasy;325,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1952;The Borrowers Afield;Mary Norton, Beth Krush, Joe Krush;en;Excellent;4,02;74.820;Childrenís Fantasy;706,32 Ä;423.792,00 Ä;Hachette;Ja
1999;Hearts in Atlantis;Stephen King;eng;Intermediate;3,8;65.063;Horror / Supernatural;216,91 Ä;130.146,00 Ä;Macmillan;Nein
2003;The Queen's Fool;Philippa Gregory;en-US;Intermediate;3,83;69.504;Historical Fiction;598,41 Ä;359.046,00 Ä;Penguin;Nein
2012;Days of Blood & Starlight;Laini Taylor;en-CA;Excellent;4,21;85.746;Fantasy;325,91 Ä;195.546,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1984;Jitterbug Perfume;Tom Robbins;eng;Excellent;4,24;48.277;Literary Fiction;325,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;The Battle for Skandia (Ranger's Apprentice, #4);John Flanagan;en-US;Excellent;4,32;60.959;Young Adult Fantasy;325,91 Ä;195.546,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Darkest Minds;Alexandra Bracken;eng;Excellent;4,26;83.886;Young Adult Dystopian;620,21 Ä;372.126,00 Ä;Amazon Digital Services,  Inc,;Ja
2005;O Zahir;Paulo Coelho, Margaret Jull Costa;eng;Intermediate;3,56;50.921;Spiritual / Fiction;434,91 Ä;0,00 Ä;Hachette;Nein
1952;The Power of Positive Thinking;Norman Vincent Peale;eng;Excellent;4,08;52.704;Nonfiction;325,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;In a Dark, Dark Wood ;Ruth Ware;eng;Intermediate;3,65;67.344;Thriller / Mystery;107,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1905;The House of Mirth;Edith Wharton, Nina Bawden;eng;Intermediate;3,94;60.611;Classic Literature;325,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2006;Fairy Tail 1;Hiro Mashima, William Flanagan;eng;Famous;4,4;65.477;Manga / Fantasy;434,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2014;The Slow Regard of Silent Things;Patrick Rothfuss, Nate  Taylor;eng;Intermediate;3,92;57.716;Fantasy;434,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1853;Twelve Years a Slave;Solomon Northup;eng;Excellent;4,15;39.758;Memoir / Autobiography;543,91 Ä;326.346,00 Ä;Amazon Digital Services,  Inc,;Ja
2010;Lover Avenged, part one;J,R, Ward;eng;Famous;4,41;82.824;Paranormal Romance;543,91 Ä;0,00 Ä;Random;Nein
1999;In the Heart of the Sea: The Tragedy of the Whaleship Essex;Nathaniel Philbrick;en-US;Excellent;4,16;57.259;History / Non-Fiction;107,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2006;Infidel;Ayaan Hirsi Ali;eng;Excellent;4,2;58.432;Memoir / Biography;107,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2007;The Black Swan: The Impact of the Highly Improbable;Nassim Nicholas Taleb;eng;Intermediate;3,88;53.586;Non-Fiction / Finance;761,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Twelve;Justin Cronin;eng;Intermediate;3,98;56.756;Horror / Post-Apocalyptic;538,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1962;One day in the life of Ivan Denisovich;Aleksandr Solzhenitsyn, H,T, Willetts;eng;Intermediate;3,94;121.000;Fiction classics;646,92 Ä;388.152,00 Ä;Amazon Digital Services,  Inc,;Nein
1995;The Diamond Age;Neal Stephenson;eng;Excellent;4,19;61.836;Science Fiction;970,92 Ä;582.552,00 Ä;Hachette;Nein
1959;A Canticle for Leibowitz;Walter M, Miller Jr,;eng;Intermediate;3,97;66.721;Science Fiction;106,92 Ä;0,00 Ä;Macmillan;Nein
2009;Brooklyn;Colm Toibin;eng;Intermediate;3,63;55.459;Contemporary Fiction;1.659,96 Ä;995.976,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;Wither;Lauren DeStefano;eng;Intermediate;3,81;84.776;Dystopian;412,56 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2016;Hillbilly Elegy, A Memoir of a Family and Culture in Crisis;J,D, Vance;eng;Intermediate;3,99;80.737;Memoir;430,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2003;Crossroads of Twilight;Robert Jordan;en-US;Intermediate;3,82;61.361;Fantasy;430,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1871;The Red Badge of Courage;Stephen Crane;eng;Novice;3,21;68.448;Historical Fiction;1.186,92 Ä;712.152,00 Ä;Amazon Digital Services,  Inc,;Ja
2014;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;eng;Excellent;4,17;60.236;Popular Science;1.150,20 Ä;690,12 Ä;Penguin;Nein
